Transaction_ID,User_ID,Age,Gender,Monthly_Allowance,Parent_Budget_Level,Financial_Profile,Transaction_Date,Day_of_Week,Month,Time_of_Day,Merchant_Category,Amount,Payment_Method,Is_Weekend,Previous_Savings,Current_Savings,Saving_Rate,Spending_Ratio,Avg_Last_7_Transactions,Avg_Last_30_Days,Spending_Trend,Consecutive_Spending_Days,Cafe_Spending_Ratio,Education_Spending_Ratio,Entertainment_Ratio,Weekend_Spending_Ratio,Transaction_Frequency,Device_Changed,Location_Changed,High_Amount_Flag,Night_Transaction,Rapid_Transactions,Fraud_Risk_Score,AI_Label,AI_Reason,Recommended_Action
TX01483,U106,12,Male,892,High,Spender,2026-06-27,Saturday,June,Afternoon,Gaming,61.09,Cash,1,95.15,82.35,0.09,0.07,130.74,156.75,0.0,1,0.5,0.0,0.2,0.09,10,0,0,0,0,0,2,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX01484,U137,17,Female,1120,Medium,Balanced,2026-02-13,Friday,February,Evening,Transportation,45.03,Apple_Pay,1,410.76,409.61,0.37,0.04,325.93,246.0,0.0,2,0.27,0.0,0.09,0.49,11,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01485,U100,16,Male,1312,Low,Spender,2026-05-12,Tuesday,May,Evening,Cafe_Restaurant,99.32,Apple_Pay,0,689.18,668.08,0.51,0.08,193.51,182.0,0.0,2,0.22,0.11,0.22,0.52,9,0,0,0,0,0,1,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01486,U012,13,Female,569,High,Saver,2026-03-01,Sunday,March,Afternoon,Shopping,173.32,Card,0,723.74,715.57,1.26,0.3,87.96,87.96,0.0,3,0.0,0.25,0.12,0.13,8,0,1,1,0,0,46,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01487,U046,17,Male,721,High,Saver,2026-03-18,Wednesday,March,Morning,Entertainment,69.76,Bank_Transfer,0,1334.71,1336.34,1.85,0.1,78.13,79.13,0.0,3,0.11,0.22,0.11,0.65,9,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01488,U029,15,Female,510,Medium,Balanced,2026-06-10,Wednesday,June,Morning,Education,59.76,Card,0,686.31,679.89,1.33,0.12,116.31,156.35,0.0,1,0.0,0.25,0.25,0.74,12,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX01489,U010,17,Female,632,Low,Saver,2026-05-27,Wednesday,May,Night,Entertainment,38.06,Cash,0,1166.6,1169.88,1.85,0.06,160.55,160.55,0.0,1,0.25,0.0,0.12,0.25,8,0,1,0,1,0,22,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01490,U058,18,Female,617,Low,Saver,2026-06-25,Thursday,June,Night,Gaming,474.32,Apple_Pay,0,770.91,739.13,1.2,0.77,72.69,72.69,0.0,1,0.0,0.25,0.12,0.05,8,1,1,1,1,0,98,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX01491,U143,18,Female,631,Medium,Saver,2026-04-14,Tuesday,April,Afternoon,Shopping,24.79,Card,0,643.21,647.53,1.03,0.04,64.46,86.61,0.0,2,0.0,0.17,0.17,0.39,12,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01492,U085,13,Male,934,High,Balanced,2026-01-01,Thursday,January,Morning,Family_Budget,129.22,Card,0,669.85,655.13,0.7,0.14,90.44,90.44,0.0,3,0.0,0.14,0.14,0.2,7,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01493,U051,18,Male,1070,Low,Balanced,2026-04-27,Monday,April,Evening,Transportation,38.89,Card,0,619.59,619.11,0.58,0.04,121.9,111.0,0.0,1,0.0,0.33,0.11,0.24,9,0,0,0,0,0,0,Overspending,Borderline pattern that may require light monitoring.,Show a soft reminder without blocking the transaction.
TX01494,U144,12,Female,909,Medium,Balanced,2026-01-22,Thursday,January,Night,Savings_Deposit,103.73,Bank_Transfer,0,735.86,839.59,0.92,0.11,181.88,154.1,0.0,2,0.0,0.2,0.47,0.21,15,0,0,0,1,0,13,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX01495,U122,13,Male,624,Low,Balanced,2026-05-12,Tuesday,May,Afternoon,Education,122.62,Card,0,540.83,525.56,0.84,0.2,97.38,90.72,0.0,1,0.3,0.3,0.1,0.39,10,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX01496,U142,13,Female,556,High,Saver,2026-01-24,Saturday,January,Evening,Transportation,19.08,Card,1,1513.54,1517.57,2.73,0.03,90.96,90.96,0.0,3,0.0,0.17,0.0,1.0,6,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01497,U002,12,Male,795,Low,Spender,2026-06-12,Friday,June,Night,Gaming,382.83,Card,1,0,0,0.0,0.48,185.36,193.02,0.0,1,0.08,0.08,0.38,0.49,13,1,1,1,1,1,100,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX01498,U103,15,Male,1056,Medium,Spender,2026-05-29,Friday,May,Night,Education,120.52,Cash,1,194.95,168.22,0.16,0.11,132.81,132.81,0.0,1,0.0,0.14,0.43,0.27,7,0,0,0,1,0,8,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX01499,U054,15,Male,712,High,Saver,2026-02-05,Thursday,February,Evening,Transportation,21.65,Card,0,474.89,480.28,0.67,0.03,174.8,140.54,0.0,2,0.08,0.17,0.0,0.0,12,0,0,0,0,0,3,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01500,U083,16,Male,310,Low,Saver,2026-01-01,Thursday,January,Morning,Savings_Deposit,82.17,Apple_Pay,0,697.61,779.78,2.52,0.27,107.79,107.79,0.0,2,0.12,0.0,0.0,0.27,8,0,0,0,0,0,4,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX01501,U062,16,Male,1077,High,Balanced,2026-04-02,Thursday,April,Evening,Education,135.02,Apple_Pay,0,686.51,671.64,0.62,0.13,70.05,70.05,0.0,2,0.38,0.38,0.0,0.11,8,0,0,0,0,1,15,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX01502,U029,15,Female,510,Medium,Balanced,2026-05-24,Sunday,May,Night,Transportation,30.22,Card,0,679.89,677.91,1.33,0.06,117.88,148.31,0.0,2,0.0,0.23,0.23,0.72,13,0,0,0,1,0,16,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01503,U072,18,Male,1181,Low,Spender,2026-05-25,Monday,May,Morning,Transportation,21.61,Apple_Pay,0,0,0,0.0,0.02,77.49,77.49,0.0,1,0.29,0.14,0.14,0.26,7,1,0,0,0,0,12,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01504,U112,18,Male,648,Low,Saver,2026-01-14,Wednesday,January,Morning,Transportation,20.52,Bank_Transfer,0,827.26,832.09,1.28,0.03,78.32,78.32,0.0,3,0.0,0.17,0.0,0.0,6,1,0,0,0,0,14,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01505,U162,18,Male,822,Low,Spender,2026-05-26,Tuesday,May,Evening,Savings_Deposit,121.61,Card,0,0,121.61,0.15,0.15,119.45,119.45,0.0,1,0.17,0.0,0.33,0.07,6,0,0,0,0,0,2,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX01506,U058,18,Female,617,Low,Saver,2026-04-20,Monday,April,Afternoon,Education,79.57,Bank_Transfer,0,739.13,738.94,1.2,0.13,135.85,122.89,0.0,2,0.0,0.33,0.11,0.04,9,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX01507,U027,16,Male,443,Medium,Saver,2026-03-20,Friday,March,Evening,Savings_Deposit,85.92,Card,1,860.31,946.23,2.14,0.19,68.85,68.85,0.0,2,0.17,0.17,0.17,0.0,6,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX01508,U001,12,Male,678,High,Balanced,2026-03-02,Monday,March,Morning,Gaming,118.91,Apple_Pay,0,716.66,702.22,1.04,0.18,96.12,102.05,0.0,1,0.11,0.11,0.22,0.1,9,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01509,U013,13,Male,1581,Low,Spender,2026-04-18,Saturday,April,Morning,Unknown_Online,219.81,Bank_Transfer,1,0,0,0.0,0.14,146.58,136.42,0.0,1,0.22,0.0,0.11,0.54,9,0,0,0,0,0,25,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01510,U098,13,Female,572,Low,Saver,2026-04-11,Saturday,April,Afternoon,Cafe_Restaurant,33.72,Card,1,602.16,605.18,1.06,0.06,76.61,76.61,0.0,1,0.25,0.0,0.25,0.41,4,0,0,0,0,0,6,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01511,U167,12,Male,797,Medium,Balanced,2026-02-03,Tuesday,February,Afternoon,Cafe_Restaurant,58.2,Card,0,144.45,139.7,0.18,0.07,141.18,126.66,0.0,3,0.36,0.14,0.07,0.13,14,0,0,0,0,0,2,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01512,U080,16,Male,896,High,Balanced,2026-06-09,Tuesday,June,Afternoon,Gaming,63.46,Card,0,361.95,356.92,0.4,0.07,133.7,133.7,0.0,1,0.12,0.25,0.25,0.07,8,0,0,0,0,1,17,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01513,U138,14,Female,754,Medium,Saver,2026-05-11,Monday,May,Afternoon,Transportation,39.59,Card,0,510.64,515.01,0.68,0.05,149.34,149.34,0.0,1,0.0,0.2,0.0,0.85,5,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01514,U030,18,Male,1413,High,Spender,2026-04-18,Saturday,April,Night,Shopping,345.01,Cash,1,172.48,92.63,0.07,0.24,65.63,86.32,0.0,1,0.25,0.08,0.08,0.36,12,0,0,0,1,0,17,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01515,U085,13,Male,934,High,Balanced,2026-04-02,Thursday,April,Morning,Education,30.86,Cash,0,655.13,655.17,0.7,0.03,95.98,95.98,0.0,1,0.0,0.25,0.12,0.19,8,0,0,0,0,0,4,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX01516,U089,13,Male,505,Medium,Balanced,2026-01-26,Monday,January,Evening,Transportation,30.15,Card,0,124.79,122.79,0.24,0.06,118.72,108.84,0.0,5,0.1,0.2,0.3,0.0,10,0,0,0,0,0,7,Needs_Attention,Spending behavior is increasing or repeated over several consecutive days.,Send a gentle alert and offer a budgeting mini-quiz.
TX01517,U106,12,Male,892,High,Spender,2026-02-27,Friday,February,Afternoon,Gaming,257.16,Cash,1,82.35,22.49,0.03,0.29,94.79,147.18,0.0,2,0.45,0.0,0.27,0.22,11,0,0,0,0,0,2,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX01518,U155,15,Female,573,Medium,Saver,2026-05-18,Monday,May,Morning,Entertainment,70.52,Card,0,934.27,934.35,1.63,0.12,133.65,133.65,0.0,1,0.0,0.12,0.5,0.1,8,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01519,U048,14,Male,724,High,Spender,2026-04-05,Sunday,April,Afternoon,Gaming,197.75,Apple_Pay,0,97.95,52.0,0.07,0.27,120.75,122.76,0.0,1,0.1,0.2,0.3,0.45,10,0,0,0,0,0,0,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX01520,U174,12,Male,801,Low,Balanced,2026-05-16,Saturday,May,Afternoon,Savings_Deposit,76.26,Card,1,656.95,733.21,0.92,0.1,143.67,130.07,0.0,1,0.44,0.11,0.11,0.14,9,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX01521,U129,12,Male,1002,Medium,Spender,2026-01-16,Friday,January,Night,Cafe_Restaurant,67.83,Card,1,0,0,0.0,0.07,189.57,159.68,0.0,3,0.36,0.18,0.27,0.13,11,0,0,0,1,0,5,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX01522,U145,13,Female,758,High,Balanced,2026-01-04,Sunday,January,Afternoon,Family_Budget,84.59,Cash,0,201.4,192.51,0.25,0.11,111.59,111.59,0.0,2,0.12,0.0,0.12,0.0,8,0,0,0,0,0,3,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01523,U170,15,Male,1092,Low,Balanced,2026-05-23,Saturday,May,Afternoon,Savings_Deposit,143.92,Apple_Pay,1,111.79,255.71,0.23,0.13,253.67,224.02,0.0,2,0.1,0.1,0.1,0.47,10,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01524,U045,18,Male,1585,Low,Spender,2026-01-14,Wednesday,January,Evening,Cafe_Restaurant,45.83,Card,0,148.07,140.37,0.09,0.03,78.3,78.3,0.0,3,0.57,0.14,0.0,0.0,7,0,0,0,0,0,7,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX01525,U167,12,Male,797,Medium,Balanced,2026-01-31,Saturday,January,Morning,Family_Budget,144.93,Apple_Pay,1,139.7,121.95,0.15,0.18,142.16,121.77,0.0,4,0.33,0.13,0.07,0.2,15,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01526,U168,12,Female,809,High,Balanced,2026-04-24,Friday,April,Evening,Cafe_Restaurant,46.87,Card,1,216.03,213.04,0.26,0.06,40.71,60.28,0.0,2,0.5,0.0,0.25,0.38,12,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01527,U044,14,Female,666,Low,Saver,2026-06-26,Friday,June,Evening,Savings_Deposit,136.7,Bank_Transfer,1,1068.65,1205.35,1.81,0.21,54.77,97.99,0.0,1,0.0,0.1,0.2,0.28,10,0,0,0,0,0,6,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX01528,U080,16,Male,896,High,Balanced,2026-03-06,Friday,March,Afternoon,Shopping,146.39,Bank_Transfer,1,356.92,339.44,0.38,0.16,75.05,124.92,0.0,2,0.11,0.22,0.22,0.2,9,0,0,0,0,0,2,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01529,U013,13,Male,1581,Low,Spender,2026-01-02,Friday,January,Evening,Shopping,958.14,Cash,1,0,0,0.0,0.61,123.45,145.69,0.0,2,0.2,0.0,0.1,0.74,10,1,1,1,0,1,100,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX01530,U159,17,Male,797,Medium,Saver,2026-02-04,Wednesday,February,Afternoon,Entertainment,92.49,Cash,0,736.94,737.51,0.93,0.12,51.1,60.19,0.0,4,0.1,0.2,0.2,0.02,10,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01531,U020,16,Female,990,High,Balanced,2026-05-22,Friday,May,Afternoon,Entertainment,82.26,Apple_Pay,1,160.08,152.7,0.15,0.08,171.74,163.31,0.0,1,0.2,0.1,0.3,0.49,10,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01532,U143,18,Female,631,Medium,Saver,2026-03-04,Wednesday,March,Evening,Unknown_Online,201.03,Cash,0,647.53,637.76,1.01,0.32,59.4,81.46,0.0,3,0.0,0.15,0.15,0.29,13,0,0,1,0,0,35,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01533,U155,15,Female,573,Medium,Saver,2026-03-18,Wednesday,March,Night,Unknown_Online,215.18,Apple_Pay,0,934.35,922.87,1.61,0.38,134.74,125.76,0.0,2,0.0,0.11,0.44,0.08,9,0,0,1,1,0,48,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01534,U017,17,Female,456,Low,Saver,2026-06-08,Monday,June,Evening,Education,62.7,Cash,0,1273.38,1272.92,2.79,0.14,98.5,112.77,0.0,2,0.0,0.27,0.09,0.64,11,0,0,0,0,1,15,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX01535,U167,12,Male,797,Medium,Balanced,2026-06-03,Wednesday,June,Night,Unknown_Online,440.39,Bank_Transfer,0,121.95,59.87,0.08,0.55,157.93,123.31,-57.03,1,0.31,0.12,0.06,0.16,16,1,1,1,1,1,100,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX01536,U026,17,Female,512,High,Balanced,2026-06-28,Sunday,June,Afternoon,Shopping,150.79,Card,0,349.31,329.25,0.64,0.29,157.83,144.15,0.0,2,0.15,0.0,0.23,0.14,13,0,0,0,0,0,2,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01537,U121,14,Female,347,Low,Saver,2026-01-05,Monday,January,Evening,Savings_Deposit,79.37,Cash,0,688.15,767.52,2.21,0.23,67.08,62.61,0.0,3,0.09,0.27,0.18,0.27,11,0,0,0,0,0,7,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX01538,U001,12,Male,678,High,Balanced,2026-02-01,Sunday,February,Afternoon,Education,102.94,Bank_Transfer,0,702.22,690.17,1.02,0.15,103.16,103.92,0.0,2,0.1,0.2,0.2,0.09,10,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX01539,U127,16,Female,808,Low,Saver,2026-03-26,Thursday,March,Evening,Education,78.97,Bank_Transfer,0,1265.95,1267.72,1.57,0.1,67.35,68.25,0.0,1,0.17,0.33,0.17,0.37,12,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX01540,U158,16,Female,609,High,Balanced,2026-01-12,Monday,January,Evening,Savings_Deposit,76.38,Cash,0,698.81,775.19,1.27,0.13,158.4,153.44,0.0,2,0.1,0.1,0.3,0.64,10,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX01541,U130,18,Male,843,Low,Saver,2026-04-05,Sunday,April,Evening,Entertainment,35.02,Apple_Pay,0,532.79,538.41,0.64,0.04,70.04,70.04,0.0,2,0.0,0.38,0.5,0.39,8,0,0,0,0,1,14,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01542,U147,12,Female,1089,High,Balanced,2026-02-01,Sunday,February,Afternoon,Savings_Deposit,103.8,Card,0,1278.87,1382.67,1.27,0.1,82.2,85.54,0.0,2,0.44,0.11,0.0,0.0,9,0,0,0,0,0,5,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX01543,U162,18,Male,822,Low,Spender,2026-03-23,Monday,March,Evening,Unknown_Online,320.66,Card,0,121.61,46.36,0.06,0.39,119.81,119.81,0.0,2,0.14,0.0,0.29,0.05,7,1,0,1,0,0,50,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX01544,U129,12,Male,1002,Medium,Spender,2026-04-11,Saturday,April,Evening,Entertainment,108.81,Card,1,0,0,0.0,0.11,187.48,151.33,0.0,1,0.33,0.17,0.33,0.19,12,0,0,0,0,0,1,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX01545,U076,15,Male,527,High,Balanced,2026-01-03,Saturday,January,Afternoon,Savings_Deposit,76.55,Apple_Pay,1,856.08,932.63,1.77,0.15,74.26,71.33,0.0,3,0.2,0.0,0.1,0.7,10,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX01546,U013,13,Male,1581,Low,Spender,2026-04-13,Monday,April,Afternoon,Transportation,22.3,Apple_Pay,0,0,0,0.0,0.01,249.25,226.93,0.0,1,0.18,0.0,0.09,0.73,11,0,0,0,0,0,1,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01547,U163,16,Female,812,High,Saver,2026-06-21,Sunday,June,Evening,Savings_Deposit,134.44,Cash,0,1058.68,1193.12,1.47,0.17,124.16,126.99,0.0,1,0.22,0.11,0.22,0.83,9,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX01548,U007,17,Female,596,Low,Saver,2026-03-02,Monday,March,Night,Shopping,397.97,Card,0,1165.45,1139.57,1.91,0.67,67.63,69.22,0.0,4,0.08,0.08,0.25,0.39,12,0,1,1,1,0,72,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX01549,U083,16,Male,310,Low,Saver,2026-06-24,Wednesday,June,Evening,Education,76.57,Card,0,779.78,776.76,2.51,0.25,114.9,104.58,0.0,1,0.11,0.11,0.0,0.24,9,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX01550,U042,17,Male,1264,High,Spender,2026-01-20,Tuesday,January,Evening,Shopping,231.37,Cash,0,0,0,0.0,0.18,172.91,164.34,0.0,2,0.11,0.22,0.22,0.0,9,0,0,0,0,0,7,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01551,U170,15,Male,1092,Low,Balanced,2026-04-27,Monday,April,Evening,Education,54.69,Cash,0,255.71,252.96,0.23,0.05,266.24,216.01,0.0,3,0.09,0.18,0.09,0.46,11,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX01552,U135,15,Female,443,Medium,Saver,2026-06-16,Tuesday,June,Night,Entertainment,53.27,Apple_Pay,0,780.74,780.91,1.76,0.12,143.5,128.62,0.0,1,0.11,0.11,0.22,0.43,9,0,0,0,1,0,13,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01553,U017,17,Female,456,Low,Saver,2026-03-15,Sunday,March,Afternoon,Transportation,15.52,Card,0,1272.92,1276.24,2.8,0.03,89.52,108.22,0.0,3,0.0,0.25,0.08,0.63,12,0,0,0,0,0,3,Needs_Attention,Borderline pattern that may require light monitoring.,Show a soft reminder without blocking the transaction.
TX01554,U180,17,Female,733,Low,Saver,2026-02-16,Monday,February,Evening,Unknown_Online,225.17,Card,0,1012.44,1001.76,1.37,0.31,78.54,82.59,0.0,3,0.08,0.17,0.17,0.19,12,1,0,1,0,0,55,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01555,U153,14,Male,660,High,Saver,2026-01-20,Tuesday,January,Morning,Transportation,20.35,Apple_Pay,0,564.81,569.78,0.86,0.03,119.08,119.08,0.0,2,0.17,0.33,0.17,0.07,6,0,0,0,0,0,6,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01556,U042,17,Male,1264,High,Spender,2026-02-19,Thursday,February,Afternoon,Shopping,207.5,Apple_Pay,0,0,0,0.0,0.16,199.86,171.79,0.0,1,0.1,0.2,0.2,0.0,10,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01557,U035,13,Male,1105,Low,Spender,2026-03-06,Friday,March,Night,Entertainment,69.9,Card,1,0,0,0.0,0.06,117.71,168.69,0.0,2,0.1,0.1,0.5,0.25,10,0,0,0,1,0,11,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX01558,U040,17,Male,1153,Medium,Balanced,2026-05-23,Saturday,May,Morning,Education,121.07,Apple_Pay,1,639.19,626.79,0.54,0.11,89.4,84.95,0.0,1,0.27,0.09,0.18,0.35,11,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX01559,U137,17,Female,1120,Medium,Balanced,2026-05-21,Thursday,May,Afternoon,Shopping,140.88,Cash,0,409.61,394.07,0.35,0.13,297.0,227.73,0.0,1,0.25,0.0,0.08,0.46,12,0,0,0,0,0,1,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01560,U103,15,Male,1056,Medium,Spender,2026-02-10,Tuesday,February,Night,Cafe_Restaurant,48.52,Cash,0,168.22,158.78,0.15,0.05,131.06,131.06,0.0,2,0.12,0.12,0.38,0.26,8,0,0,0,1,0,10,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX01561,U027,16,Male,443,Medium,Saver,2026-04-18,Saturday,April,Afternoon,Shopping,106.16,Card,1,946.23,942.16,2.13,0.24,71.7,71.7,0.0,1,0.14,0.14,0.14,0.34,7,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01562,U109,16,Male,680,Low,Balanced,2026-06-10,Wednesday,June,Evening,Cafe_Restaurant,40.99,Apple_Pay,0,259.18,256.43,0.38,0.06,80.6,82.78,0.0,1,0.29,0.14,0.14,0.5,14,0,0,0,0,1,22,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX01563,U028,18,Female,1117,Low,Balanced,2026-04-16,Thursday,April,Night,Unknown_Online,908.48,Cash,0,281.33,150.64,0.13,0.81,84.81,104.46,0.0,4,0.22,0.0,0.0,0.26,9,1,1,1,1,1,100,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX01564,U048,14,Male,724,High,Spender,2026-03-18,Wednesday,March,Night,Gaming,322.43,Card,0,52.0,0,0.0,0.45,108.02,130.26,0.0,2,0.09,0.18,0.36,0.35,11,1,0,1,1,1,59,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
